action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
hadolint/hadolint-action@v3.1.0,hadolint,tag,false,action,20,20
pfizer/electron-ci-workflows/.github/workflows/ci.yml@v2,pfizer,tag,true,reusable_workflow,20,20
pfizer/terraform-aws-electron-lambda/.github/workflows/package-layer.yml@4.x,pfizer,tag,true,reusable_workflow,20,20
actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,actions,sha,true,action,1,19
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@5.x,pfizer,tag,true,reusable_workflow,19,19
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@5.x,pfizer,tag,true,reusable_workflow,19,19
actions/setup-node@v4.1.0,actions,tag,true,action,15,18
pfizer/tf-ga-helper/.github/workflows/auth0-account-apply-with-env.yml@4.x,pfizer,tag,true,reusable_workflow,6,18
pfizer/tf-ga-helper/.github/workflows/auth0-account-plan-with-env.yml@4.x,pfizer,tag,true,reusable_workflow,6,18
pfizer/terraform-electron-glue-job/.github/workflows/upload-glue-packages-and-scripts.yml@2.x,pfizer,tag,true,reusable_workflow,18,18
actions/create-release@v1,actions,tag,true,action,11,18
pfizer/pfizer-for-all-test-suite/.github/actions/bp_action@main,pfizer,branch,true,action,1,18
dkershner6/post-api-call-action@v2,dkershner6,tag,false,action,3,17
./.github/workflows/test-partial.yml,,local,true,reusable_workflow,1,17
browser-actions/setup-chrome@latest,browser-actions,branch,false,action,5,17
iamtheyammer/branch-env-vars@v1.0.3,iamtheyammer,tag,false,action,16,16
pfizer/gha-stratus-reusable-workflows/.github/workflows/dependabot-auto-merge.yml@mainline,pfizer,branch,true,reusable_workflow,16,16
./.github/workflows/helm-deployment-reusable.yml,,local,true,reusable_workflow,8,16
actions/cache@v2.1.7,actions,tag,true,action,5,15
actions/setup-node@v4.0.3,actions,tag,true,action,12,15
actions/setup-node@v6,actions,tag,true,action,6,15
actions/github-script@v7.0.1,actions,tag,true,action,11,14
actions/setup-node@v3.8.1,actions,tag,true,action,13,14
adobe/aio-cli-setup-action@1.3.0,adobe,tag,false,action,3,14
adobe/aio-apps-action@3.4.0,adobe,tag,false,action,1,14
actions/create-github-app-token@v3,actions,tag,true,action,6,13
xom9ikk/dotenv@v2,xom9ikk,tag,false,action,12,13
pfizer/terraform-aws-electron-lambda/.github/workflows/package-function.yml@3.x,pfizer,tag,true,reusable_workflow,11,13
pfizer/electron-ci-workflows/.github/workflows/python-glue-pipelines-job.yml@v1,pfizer,tag,true,reusable_workflow,13,13
TimonVS/pr-labeler-action@v5,TimonVS,tag,false,action,12,12
peter-evans/create-or-update-comment@v5,peter-evans,tag,false,action,4,12
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@v5.42.0,pfizer,tag,true,reusable_workflow,6,12
actions/upload-artifact@v3,actions,tag,true,action,7,12
pfizer/tf-ga-helper/.github/workflows/auth0-account-apply.yml@2.x,pfizer,tag,true,reusable_workflow,12,12
pfizer/tf-ga-helper/.github/workflows/auth0-account-plan.yml@2.x,pfizer,tag,true,reusable_workflow,12,12
actions/setup-python@v5.0.0,actions,tag,true,action,2,12
andstor/file-existence-action@v1,andstor,tag,false,action,10,12
./.github/actions/push-to-ecr,,local,true,action,2,12
./mobile_pipeline/actions/environment_setup,,local,true,action,2,12
./mobile_pipeline/actions/common_setup,,local,true,action,2,12
./mobile_pipeline/actions/install_packages,,local,true,action,2,12
./.github/actions/edison_actions/actions/ecd-lambda-layer,,local,true,action,1,11
pfizer-github-automation/sonar-scan-action@1ec9b1579aa5b551a238b917425189aa60ed9ff8,pfizer-github-automation,sha,true,action,8,11
actions/upload-artifact@v2,actions,tag,true,action,11,11
crazy-max/ghaction-github-labeler@v4,crazy-max,tag,false,action,11,11
./.github/workflows/visual-test-partial.yml,,local,true,reusable_workflow,1,11
pfizer/edison_actions/actions/cloudflare-api-auth@1.x,pfizer,tag,true,action,5,11
stumason/codebuild-logs@v1,stumason,tag,false,action,9,11
./mobile_pipeline/actions/run_build_stage,,local,true,action,2,11
release-drafter/release-drafter@v6.1.0,release-drafter,tag,false,action,10,10
morrisoncole/pr-lint-action@v1.5.0,morrisoncole,tag,false,action,10,10
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@v4.25.2,pfizer,tag,true,reusable_workflow,5,10
shivammathur/setup-php@2.12.0,shivammathur,tag,false,action,5,10
simbo/msteams-message-card-action@latest,simbo,branch,false,action,2,10
pfizer/electron-ci-workflows/.github/workflows/ci.yml@v1,pfizer,tag,true,reusable_workflow,10,10
./mobile_pipeline/actions/save_artifacts,,local,true,action,1,10
open-policy-agent/setup-opa@34a30e8a924d1b03ce2cf7abe97250bbb1f332b5,open-policy-agent,sha,false,action,5,10
robinraju/release-downloader@v1.7,robinraju,tag,false,action,5,10
DamianReeves/write-file-action@master,DamianReeves,branch,false,action,5,10
actions/setup-python@v3,actions,tag,true,action,8,9
crazy-max/ghaction-import-gpg@v6,crazy-max,tag,false,action,6,9
./,,local,true,action,2,9
byu-oit/github-action-create-ecr-repo-if-missing@v1,byu-oit,tag,false,action,3,9
pfizer/pdo-fintrack-test-automation/.github/actions/bp_action@main,pfizer,branch,true,action,1,9
./mobile_pipeline/actions/before_build,,local,true,action,7,8
./.github/workflows/actions/publish,,local,true,action,1,8
pfizer-github-automation/github-ssh-keyscan-action@v1,pfizer-github-automation,tag,true,action,6,8
actions/setup-node@v6.4.0,actions,tag,true,action,4,8
aws-actions/setup-sam@v1,aws-actions,tag,true,action,8,8
dawidd6/action-send-mail@v3.6.0,dawidd6,tag,false,action,1,8
aws-actions/aws-cloudformation-github-deploy@v1.2.0,aws-actions,tag,true,action,4,8
aws-actions/amazon-ecs-render-task-definition@v1,aws-actions,tag,true,action,1,8
aws-actions/amazon-ecs-deploy-task-definition@v2,aws-actions,tag,true,action,1,8
./mobile_pipeline/actions/commands,,local,true,action,7,7
dependabot/fetch-metadata@v3.1.0,dependabot,tag,false,action,7,7
release-drafter/release-drafter@v6.0.0,release-drafter,tag,false,action,7,7
./.github/workflows/actions/test,,local,true,action,1,7
jesusvasquez333/verify-pr-label-action@v1.4.0,jesusvasquez333,tag,false,action,7,7
php-actions/composer@v6,php-actions,tag,false,action,7,7
skitionek/notify-microsoft-teams@0953822ab410e9a50e2abd2d6d8f85230b1ae4d6,skitionek,sha,false,action,2,7
actions/setup-java@v1,actions,tag,true,action,4,7
./.github/actions/edison_actions/actions/ecr-container-deployment,,local,true,action,1,7
actions/download-artifact@v5,actions,tag,true,action,3,7
release-drafter/release-drafter@v5.15.0,release-drafter,tag,false,action,7,7
./.github/actions/edison_actions/actions/ecd-tasks-deployment,,local,true,action,1,7
actions/setup-go@v5,actions,tag,true,action,4,7
./.github/actions/setup-env,,local,true,action,1,7
aws-actions/configure-aws-credentials@v4.0.3,aws-actions,tag,true,action,1,7
./.github/workflows/deploy-template.yml,,local,true,reusable_workflow,1,7
sfdx-actions/setup-sfdx@v1,sfdx-actions,tag,false,action,3,7
allenevans/set-env@b68e0a75c99b96b43963b54bc2be13e2f103ad87,allenevans,sha,false,action,2,6
./mobile_pipeline/actions/after_build,,local,true,action,6,6
aws-actions/configure-aws-credentials@v6,aws-actions,tag,true,action,3,6
anothrNick/github-tag-action@1.39.0,anothrNick,tag,false,action,4,6
snok/install-poetry@v1,snok,tag,false,action,4,6
pfizer/newton-ci-workflows/.github/workflows/browserstack.yml@4.x,pfizer,tag,true,reusable_workflow,6,6
actions/checkout@1af3b93b6815bc44a9784bd300feb67ff0d1eeb3,actions,sha,true,action,2,6
pfizer-github-automation/sonar-scan-action@v1,pfizer-github-automation,tag,true,action,6,6
actions/upload-artifact@v1,actions,tag,true,action,1,6
Mattraks/delete-workflow-runs@v2,Mattraks,tag,false,action,6,6
./.github/workflows/main.yml,,local,true,reusable_workflow,2,6
./actions/get_github_app_token,,local,true,action,1,6
crazy-max/ghaction-github-labeler@v6,crazy-max,tag,false,action,6,6
hashicorp/setup-terraform@v3,hashicorp,tag,true,action,5,6
chrnorm/deployment-status@releases/v1,chrnorm,branch,false,action,3,6
pfizer/terraform-aws-electron-lambda/.github/workflows/package-layer.yml@3.x,pfizer,tag,true,reusable_workflow,6,6
LouisBrunner/checks-action@87e7256e004e2625f00da7b5fd8c855cb520da89,LouisBrunner,sha,false,action,1,6
browserstack/github-actions/setup-local@5962ee78f5cf0647e9ff00026c3b98c307daa251,browserstack,sha,false,action,1,6
sisodiya2421/pinger@master,sisodiya2421,branch,false,action,1,6
docker/login-action@v3,docker,tag,true,action,4,6
pfizer/ms-oss-pytest-services-bp@main,pfizer,branch,true,action,6,6
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@5.x,pfizer,tag,true,reusable_workflow,2,6
pfizer/conductor-shared-workflows/.github/workflows/conductor-reconcile.yml@main,pfizer,branch,true,reusable_workflow,1,6
pfizer/gha-web-app-deployer/.github/workflows/ci.yml@1.x,pfizer,tag,true,reusable_workflow,4,6
peter-evans/repository-dispatch@v2,peter-evans,tag,false,action,6,6
actions/setup-java@v3.0.0,actions,tag,true,action,5,5
ruby/setup-ruby@v1,ruby,tag,false,action,5,5
./mobile_pipeline/actions/build,,local,true,action,5,5
stumason/codebuild-logs@v3,stumason,tag,false,action,5,5
actions/checkout@v5.0.0,actions,tag,true,action,3,5
iamtheyammer/branch-env-vars@v1.0.4,iamtheyammer,tag,false,action,5,5
dependabot/fetch-metadata@v2.4.0,dependabot,tag,false,action,5,5
actions/setup-java@v2,actions,tag,true,action,2,5
actions/checkout@v6.0.2,actions,tag,true,action,1,5
actions/setup-node@v6.3.0,actions,tag,true,action,1,5
hmarr/debug-action@v3,hmarr,tag,false,action,5,5
sonarsource/sonarqube-scan-action@master,sonarsource,branch,true,action,2,5
aws-actions/configure-aws-credentials@e3dd6a429d7300a6a4c196c26e071d42e0343502,aws-actions,sha,true,action,5,5
aws-actions/configure-aws-credentials@v1-node16,aws-actions,tag,true,action,5,5
pfizer/electron-ci-workflows/.github/workflows/ci.yml@main,pfizer,branch,true,reusable_workflow,5,5
actions/download-artifact@v4.1.7,actions,tag,true,action,4,4
actions/cache@v1,actions,tag,true,action,2,4
pfizer/python-test-automation-boilerplate/.github/actions/bp_action@1644c511bdb82e571b1a38e4ad605f5a088ca5c4,pfizer,sha,true,action,2,4
actions/setup-node@v1,actions,tag,true,action,2,4
pfizer/python-test-automation-boilerplate/.github/actions/bp_diagnostics_action@master,pfizer,branch,true,action,2,4
actions/setup-python@v4.3.0,actions,tag,true,action,2,4
ruby/setup-ruby@afeafc3d1ab54a631816aba4c914a0081c12ff2f,ruby,sha,false,action,1,4
pfizer/tf-ga-helper/.github/workflows/copy-ami-cn.yml@v5.42.0,pfizer,tag,true,reusable_workflow,4,4
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@4.x,pfizer,tag,true,reusable_workflow,2,4
aws-actions/setup-sam@v2,aws-actions,tag,true,action,4,4
tj-actions/branch-names@v5.2,tj-actions,tag,false,action,1,4
./.github/workflows/sonarqube.yml,,local,true,reusable_workflow,4,4
peter-evans/create-or-update-comment@v2,peter-evans,tag,false,action,1,4
chromaui/action@v1,chromaui,tag,false,action,2,4
marocchino/sticky-pull-request-comment@v2,marocchino,tag,false,action,1,4
actions/setup-python@v2.3.3,actions,tag,true,action,2,4
actions/setup-node@v2.2.0,actions,tag,true,action,3,4
pfizer/edison_actions_lite/actions/extract-environment-values@4.x,pfizer,tag,true,action,1,4
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@v4.24.0,pfizer,tag,true,reusable_workflow,2,4
./.github/actions/edison_actions/actions/adobe-trigger-self-update,,local,true,action,2,4
dorny/paths-filter@v3,dorny,tag,false,action,2,4
pfizer/hermes-test-suite/.github/workflows/main.yml@main,pfizer,branch,true,reusable_workflow,1,4
docker/build-push-action@v6,docker,tag,true,action,4,4
./.github/actions/push-image-to-ecr,,local,true,action,1,4
pnpm/action-setup@v4,pnpm,tag,false,action,1,4
actions/checkout@main,actions,branch,true,action,3,4
actions/upload-release-asset@v1,actions,tag,true,action,3,4
astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b,astral-sh,sha,false,action,2,4
pfizer-github-automation/sonar-scan-action@e0796249d0a107867fb6adff9ed6095e50bceb85,pfizer-github-automation,sha,true,action,2,4
pfizer/gha-web-app-deployer/.github/workflows/ci.yml@add-ons,pfizer,branch,true,reusable_workflow,1,4
./.github/workflows/python-glue-pipelines-job.yml,,local,true,reusable_workflow,4,4
aws-actions/configure-aws-credentials@v3,aws-actions,tag,true,action,4,4
dependabot/fetch-metadata@v2.3.0,dependabot,tag,false,action,4,4
./.github/actions/initialize-workspace,,local,true,action,1,4
actions/setup-node@v5.0.0,actions,tag,true,action,2,3
actions/upload-artifact@v4.1.0,actions,tag,true,action,3,3
dependabot/fetch-metadata@v1.6.0,dependabot,tag,false,action,2,3
actions/cache@v2,actions,tag,true,action,3,3
chrnorm/deployment-status@6df8d036fd2fee9eb82936733953da1f8382b41e,chrnorm,sha,false,action,2,3
TimonVS/pr-labeler-action@v4,TimonVS,tag,false,action,3,3
actions/github-script@v5,actions,tag,true,action,2,3
actions/upload-artifact@v5,actions,tag,true,action,3,3
jwalton/gh-find-current-pr@v1,jwalton,tag,false,action,1,3
chrnorm/deployment-action@releases/v1,chrnorm,branch,false,action,3,3
jakejarvis/cloudflare-purge-action@master,jakejarvis,branch,false,action,1,3
pfizer/edison_actions_lite/actions/delete-cloudflare-instances@4.x,pfizer,tag,true,action,1,3
pfizer/edison_actions_lite/actions/purge-cloudflare-cache@4.x,pfizer,tag,true,action,1,3
release-drafter/release-drafter@v6,release-drafter,tag,false,action,3,3
deepakputhraya/action-pr-title@master,deepakputhraya,branch,false,action,3,3
aws-actions/configure-aws-credentials@ec61189d14ec14c8efccab744f656cffd0e33f37,aws-actions,sha,true,action,2,3
./mobile_pipeline/actions/get_github_app_token,,local,true,action,2,3
actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions,sha,true,action,2,3
browserstack/github-actions/setup-env@5962ee78f5cf0647e9ff00026c3b98c307daa251,browserstack,sha,false,action,1,3
actions/setup-go@v3,actions,tag,true,action,2,3
./.github/workflows/reusable-workflow.yml,,local,true,reusable_workflow,1,3
hashicorp/setup-terraform@v3.1.2,hashicorp,tag,true,action,1,3
actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683,actions,sha,true,action,1,3
actions/setup-go@f111f3307d8850f501ac008e886eec1fd1932a34,actions,sha,true,action,1,3
GetTerminus/terraform-pr-commenter@v3,GetTerminus,tag,false,action,1,3
./.github/workflows/build-toolcache.yml,,local,true,reusable_workflow,1,3
./.github/workflows/deploy-job.yml,,local,true,reusable_workflow,1,3
pfizer/terraform-electron-glue-job/.github/workflows/upload-glue-scripts-only.yml@2.x,pfizer,tag,true,reusable_workflow,3,3
getsentry/action-github-app-token@v2,getsentry,tag,false,action,2,3
cloudflare/wrangler-action@2.0.0,cloudflare,tag,false,action,2,3
actions/setup-node@main,actions,branch,true,action,3,3
./.github/actions/edison_actions/actions/ecd-lambda-deploy,,local,true,action,1,3
actions/setup-node@v4.0.2,actions,tag,true,action,3,3
andstor/file-existence-action@v3,andstor,tag,false,action,3,3
aws-actions/configure-aws-credentials@v4.0.2,aws-actions,tag,true,action,1,3
docker/setup-buildx-action@v3,docker,tag,true,action,2,3
docker/build-push-action@v5,docker,tag,true,action,2,3
stefanzweifel/git-auto-commit-action@v5,stefanzweifel,tag,false,action,2,3
actions/setup-node@v4.2.0,actions,tag,true,action,2,3
aws-actions/aws-cloudformation-github-deploy@v1.0.3,aws-actions,tag,true,action,1,3
pfizer/franklin-core-test-suite/.github/actions/bp_action@main,pfizer,branch,true,action,1,3
pfizer/gha-web-app-deployer/.github/workflows/ci.yml@v1.2.0,pfizer,tag,true,reusable_workflow,1,3
softprops/action-gh-release@v2,softprops,tag,false,action,2,3
./.github/actions/sync-workspaces,,local,true,action,1,3
release-drafter/release-drafter@v5.25.0,release-drafter,tag,false,action,2,2
chrnorm/deployment-status@v2,chrnorm,tag,false,action,1,2
convictional/trigger-workflow-and-wait@v1.6.5,convictional,tag,false,action,1,2
volta-cli/action@v1,volta-cli,tag,false,action,1,2
./.github/workflows/build_artifact.yml,,local,true,reusable_workflow,1,2
./.github/workflows/deploy_artifact.yml,,local,true,reusable_workflow,1,2
./.github/workflows/actions/authorize-npm,,local,true,action,1,2
actions/checkout@692973e3d937129bcbf40652eb9f2f61becf3332,actions,sha,true,action,2,2
actions/download-artifact@v2,actions,tag,true,action,2,2
actions/setup-go@v2,actions,tag,true,action,2,2
pfizer/electron-ci-workflows/.github/workflows/validate-python-function.yml@main,pfizer,branch,true,reusable_workflow,2,2
chrnorm/deployment-action@500aa6a23c81ffa1acf71072aee3cfa2cc2e556a,chrnorm,sha,false,action,2,2
aws-actions/configure-aws-credentials@v5,aws-actions,tag,true,action,2,2
peter-evans/create-pull-request@v6,peter-evans,tag,false,action,1,2
pfizer/canvas-test-suite/.github/workflows/main.yml@master,pfizer,branch,true,reusable_workflow,1,2
nick-fields/retry@ad984534de44a9489a53aefd81eb77f87c70dc60,nick-fields,sha,false,action,2,2
actions/github-script@v6.4.1,actions,tag,true,action,2,2
aws-actions/configure-aws-credentials@v6.0.0,aws-actions,tag,true,action,1,2
actions/github-script@v8.0.0,actions,tag,true,action,1,2
planetscale/ghcommit-action@v0.2.20,planetscale,tag,false,action,1,2
octokit/request-action@v2.x,octokit,tag,false,action,1,2
actions/setup-go@v6,actions,tag,true,action,1,2
docker/setup-buildx-action@v4,docker,tag,true,action,1,2
goreleaser/goreleaser-action@v7,goreleaser,tag,false,action,1,2
docker/login-action@v1,docker,tag,true,action,1,2
actions/checkout@master,actions,branch,true,action,2,2
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@latest,pfizer,branch,true,reusable_workflow,2,2
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@latest,pfizer,branch,true,reusable_workflow,2,2
./.github/workflows/spaces-ui-tests-regression.yml,,local,true,reusable_workflow,2,2
actions/labeler@v4,actions,tag,true,action,2,2
terraform-linters/setup-tflint@v6,terraform-linters,tag,false,action,2,2
actions/setup-node@v4.0.1,actions,tag,true,action,2,2
saulonunesdev/lerna-get-version-action@v1.0.4,saulonunesdev,tag,false,action,1,2
./.github/coverage-comment,,local,true,action,1,2
peter-evans/find-comment@v2,peter-evans,tag,false,action,1,2
